name,country,latitude,longitude,suburb,property_type,room_type,bed_type,price,number_of_reviews,rating,occupancy_30,occupancy_60,occupancy_90,occupancy_365
Triple Ensuite with Bathroom,Hong Kong,22.32131,114.16987,Yau Tsim Mong,Bed and breakfast,Private room,Real Bed,447.0,0,,0.0,0.0,0.0,0.7534246575342466
"Soho chilling apartment in Mid-levels, Central",Hong Kong,22.28168,114.15296,Central & Western District,Apartment,Entire home/apt,Real Bed,801.0,0,,0.2333333333333332,0.1666666666666666,0.1111111111111111,0.0273972602739726
Quiet house with parking near downtown Montreal,Canada,45.47747,-73.60753,Notre-Dame-de-Grace,House,Entire home/apt,Real Bed,110.0,1,10.0,0.3666666666666667,0.3166666666666666,0.3,0.2931506849315068
SUNNY APARTMENT FIRA BARCELONA CAMP NOU,Spain,41.37128,2.12294,Sants-Montjuïc,Apartment,Entire home/apt,Real Bed,80.0,0,,0.8666666666666667,0.85,0.9,0.9726027397260274
1BD Ocean Front at Mana Kai Maui,United States,20.70462,-156.44622,Kihei/Wailea,Condominium,Entire home/apt,Real Bed,637.0,0,,0.7,0.6166666666666667,0.4111111111111111,0.147945205479452
Cozy & central apartment in the heart of Barcelona,Spain,41.37534,2.15819,Sant Antoni,Apartment,Entire home/apt,Real Bed,150.0,0,,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.2794520547945205
Lux 2 bedroom/2 bath/2 balconies/free parking,Canada,45.47281,-73.60671,Cote-des-Neiges-Notre-Dame-de-Grace,Condominium,Entire home/apt,Real Bed,149.0,0,,0.0,0.0,0.0222222222222222,0.4547945205479452
【hiii】简约一室@油麻地站/天后庙/百老汇电影中心-HKG_0018,Hong Kong,22.31121,114.1693,Yau Tsim Mong,Apartment,Entire home/apt,Real Bed,620.0,0,,0.3666666666666667,0.1833333333333333,0.1222222222222222,0.7835616438356164
Downtown Comfort Room (Tsim Sha Tsui),Hong Kong,22.30238,114.17602,Tsim Sha Tsui,Apartment,Private room,Real Bed,479.0,0,,0.1666666666666666,0.0833333333333333,0.0555555555555555,0.0136986301369863
rent my bedroom while i am away,Canada,45.47889,-73.5606,Pointe-Sainte-Charles,Apartment,Private room,Real Bed,25.0,0,,0.5333333333333333,0.6166666666666667,0.4111111111111111,0.6082191780821917
【空城】万象城/国贸地铁站/一房一厅/独立厨房卫浴/大凸窗,China,22.53686,114.11272,深圳市,Apartment,Entire home/apt,Real Bed,432.0,0,,0.1999999999999999,0.0999999999999999,0.0666666666666666,0.7698630136986302
Stylish Floral Studio Room - 5mins to MTR for 3ppl,Hong Kong,22.31764,114.16922,Mong Kok,Apartment,Entire home/apt,Real Bed,518.0,0,,0.7333333333333334,0.7,0.4777777777777777,0.5808219178082192
"Chambre fleurie / flower room, appartement artsy",Canada,45.51793,-73.59153,Le Plateau-Mont-Royal,Apartment,Private room,Real Bed,35.0,0,,0.6,0.65,0.7666666666666666,0.9424657534246575
Bright room in little Italy,Canada,45.53712,-73.62216,Villeray,Apartment,Private room,Real Bed,46.0,0,,0.9,0.95,0.9666666666666668,0.9917808219178084
Oceanside in Poipu on South Shore,United States,21.88166,-159.47392,Kauaʻi,Apartment,Entire home/apt,Real Bed,175.0,24,10.0,1.0,1.0,0.9888888888888888,0.7561643835616438
Bright Suite Apartments,Turkey,41.04384,29.00152,Beşiktaş,Bed and breakfast,Entire home/apt,Real Bed,2378.0,1,6.0,0.0,0.0,0.0,0.0
PETIT HOUSE,Turkey,41.06901,29.03882,Beşiktaş,Apartment,Entire home/apt,Real Bed,237.0,8,10.0,0.2666666666666667,0.1333333333333333,0.0888888888888889,0.0219178082191781
2 Bedroom Condo With Private Roof Terrace!,Canada,45.53785,-73.57204,Le Plateau-Mont-Royal,Condominium,Entire home/apt,Real Bed,99.0,93,10.0,1.0,1.0,1.0,0.9835616438356164
Tatami with 6 ppl 1Minute to  MTR,Hong Kong,22.31899,114.16955,Mong Kok,Apartment,Entire home/apt,Real Bed,1217.0,134,9.0,1.0,1.0,1.0,0.810958904109589
Flat in city center,Portugal,41.15717,-8.60812,Porto,Apartment,Entire home/apt,Real Bed,52.0,10,9.0,1.0,1.0,1.0,1.0
2 chambres piscine jardin,Canada,45.54386,-73.58907,La Petite-Patrie,Apartment,Entire home/apt,Real Bed,200.0,9,10.0,0.0,0.0,0.0,0.0219178082191781
A PENTHOUSE WITH A BOSPHOURSE VIEW,Turkey,41.0284,28.97515,Karaköy,Apartment,Entire home/apt,Real Bed,475.0,74,10.0,0.8333333333333334,0.7166666666666667,0.6666666666666667,0.2821917808219177
Heart of the Mile End,Canada,45.52683,-73.60301,Le Plateau-Mont-Royal,Apartment,Entire home/apt,Real Bed,75.0,16,9.0,0.3,0.65,0.7666666666666666,0.9424657534246575
"Kowloon Mongkok 1812 Quadruple Room A,near station",Hong Kong,22.3153,114.16884,Mong Kok,Apartment,Private room,Real Bed,597.0,36,9.0,0.4666666666666667,0.2333333333333332,0.1555555555555555,0.7315068493150685
Bosphorus View Private Appartment,Turkey,41.03476,28.98766,Beyoglu,Apartment,Entire home/apt,Real Bed,200.0,124,9.0,0.7,0.5,0.3333333333333333,0.0821917808219178
Ensuite room @ heart of downtown,Canada,45.49556,-73.58053,Downtown Montreal,Apartment,Private room,Real Bed,58.0,52,9.0,0.7333333333333334,0.7,0.5222222222222221,0.2328767123287671
Pyrmont Apartment. City meets Water,Australia,-33.86895,151.18813,Pyrmont,Apartment,Private room,Real Bed,90.0,2,10.0,1.0,1.0,1.0,1.0
Large Room in Penthouse Apartment,United States,40.74213,-73.9801,Manhattan,Apartment,Private room,Real Bed,95.0,54,10.0,1.0,1.0,1.0,0.3178082191780822
Boho Flat in the Chic Center!,Turkey,41.04882,28.9983,Beşiktaş,Loft,Entire home/apt,Real Bed,269.0,3,10.0,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.0191780821917808
Tree House in Rio 2.,Brazil,-22.994424168863947,-43.257535143699705,São Conrado,House,Private room,Real Bed,149.0,0,,0.0,0.0,0.0,0.0
Relax in Taksim,Turkey,41.0358,28.97635,Taksim,Apartment,Entire home/apt,Real Bed,127.0,76,9.0,0.2333333333333332,0.3333333333333333,0.2777777777777778,0.136986301369863
NEW APARTMENT OPORTO,Portugal,41.16287,-8.62033,Porto,Apartment,Entire home/apt,Real Bed,28.0,91,9.0,0.5666666666666667,0.7666666666666666,0.6444444444444444,0.8958904109589041
Private room near Wanchai MTR station,Hong Kong,22.2764,114.17626,Wan Chai District,Apartment,Private room,Real Bed,447.0,6,6.0,0.0,0.0,0.0,0.0
Ipanema Beach Apartment!! Ocean and Island View!!,Brazil,-22.986221877558727,-43.19914945166575,Ipanema,Serviced apartment,Entire home/apt,Real Bed,250.0,85,9.0,0.7,0.6,0.4888888888888889,0.6547945205479452
Private terrace and bathroom & WiFi,Spain,41.38736,2.15547,Eixample,Apartment,Private room,Real Bed,57.0,103,10.0,0.8333333333333334,0.7333333333333334,0.7,0.821917808219178
Apartamento frente ao mar na Barra,Brazil,-23.011748074828937,-43.32962169487895,Barra da Tijuca,Apartment,Entire home/apt,Real Bed,500.0,3,10.0,1.0,1.0,1.0,0.5534246575342465
"Brooklyn Loft Studio, One Subway from Manhattan",United States,40.69839,-73.97666,Brooklyn Navy Yard,Apartment,Entire home/apt,Real Bed,125.0,12,10.0,0.4333333333333333,0.55,0.3666666666666667,0.6
Posto 4 em Copacabana,Brazil,-22.97155572586783,-43.18622068579519,Rio de Janeiro,Apartment,Private room,Real Bed,78.0,38,9.0,0.1999999999999999,0.0999999999999999,0.0666666666666666,0.0246575342465753
Principito Apartment w/2 Ensuite Bathrooms,Spain,41.39896,2.17234,Dreta de l'Eixample,Apartment,Entire home/apt,Real Bed,127.0,8,9.0,0.8,0.7666666666666666,0.8444444444444444,0.3616438356164383
Sıradan bir oda...,Turkey,40.98764,29.06544,Kadıköy,House,Shared room,Real Bed,316.0,0,,0.0,0.0,0.0,0.0
"Suite w/private bath, Forest Hills",United States,40.72356,-73.83982,Forest Hills,House,Private room,Real Bed,125.0,122,10.0,0.4333333333333333,0.5833333333333333,0.5111111111111111,0.1808219178082192
Park Slope beauty,United States,40.66273,-73.99111,Greenwood Heights,Apartment,Entire home/apt,Real Bed,100.0,25,10.0,1.0,1.0,1.0,1.0
Large Plateau 2br Plateau-Mont-Royal - Mile End,Canada,45.52098,-73.58662,Mile End,Apartment,Entire home/apt,Real Bed,74.0,12,10.0,1.0,1.0,1.0,0.9589041095890412
The Sparrow Room,Hong Kong,22.32713,114.16367,Sham Shui Po,Apartment,Entire home/apt,Real Bed,298.0,24,9.0,0.1666666666666666,0.15,0.1333333333333333,0.0328767123287671
"Sunrise 4 @ Savoy, TST MTR Exit B2",Hong Kong,22.29841,114.1738,Tsim Sha Tsui,Apartment,Private room,Real Bed,424.0,27,10.0,0.1333333333333333,0.2166666666666666,0.4777777777777777,0.8383561643835616
long time room / short time stay,Turkey,41.08732,29.03951,Beşiktaş,Apartment,Private room,Real Bed,79.0,0,,1.0,1.0,1.0,1.0
The Balcony Apartment,Spain,41.39779,2.1697,Eixample,Apartment,Entire home/apt,Real Bed,130.0,62,8.0,0.9333333333333332,0.9333333333333332,0.8555555555555556,0.3972602739726028
Romantic and quiet apartment with Air Conditioning,Spain,41.41757,2.16005,Horta-Guinardó,Apartment,Entire home/apt,Real Bed,80.0,85,10.0,0.9666666666666668,0.8666666666666667,0.8222222222222222,0.7671232876712328
Sydney City Apartment  Petersham,Australia,-33.8971,151.15718,Petersham,Apartment,Private room,Real Bed,151.0,64,10.0,0.0,0.0,0.0,0.0
Cozy Cabin w/Sauna & Lomilomi - Steps to UH,United States,21.30734,-157.81375,Manoa,Guesthouse,Entire home/apt,Real Bed,165.0,115,9.0,0.0999999999999999,0.05,0.0333333333333333,0.0082191780821917
Entire 2 bdrm/2 bth UWS/RiversdePrk,United States,40.79407,-73.97513,Upper West Side,Apartment,Entire home/apt,Real Bed,160.0,63,10.0,0.8,0.85,0.9,0.9753424657534246
Ohana Haven,United States,19.64155,-155.98799,Island of Hawaiʻi,House,Entire home/apt,Real Bed,240.0,106,9.0,0.6,0.4333333333333333,0.4222222222222223,0.2356164383561644
Casa da Nininha,Portugal,40.85437,-8.36017,Vale de Cambra Municipality,Cottage,Entire home/apt,Real Bed,450.0,1,,0.1333333333333333,0.0666666666666666,0.0444444444444444,0.0164383561643836
The accomodation is Taksim/İstanbul,Turkey,41.03618,28.9815,Taksim,Other,Private room,Real Bed,211.0,0,,0.0,0.0,0.0,0.0
Cozy apartment,Portugal,41.17681,-8.59357,Porto,Apartment,Entire home/apt,Real Bed,28.0,261,10.0,0.6,0.65,0.7,0.2246575342465753
Beautiful -  Upper West Side,United States,40.79254,-73.97531,Upper West Side,Apartment,Private room,Real Bed,250.0,6,10.0,0.0,0.0,0.0,0.0
Stylish Gramercy Park Duplex LOFT,United States,40.7364,-73.98436,Manhattan,Loft,Entire home/apt,Real Bed,120.0,48,10.0,0.3333333333333333,0.2833333333333333,0.3444444444444444,0.347945205479452
1BR+BA IN LXRY CONDO W POOL+PARKING,United States,40.71494,-73.93906,Williamsburg,Apartment,Private room,Real Bed,65.0,0,,1.0,0.8666666666666667,0.5777777777777777,0.3972602739726028
Clean One Bedroom Apartment,United States,40.72509,-73.97898,East Village,Apartment,Entire home/apt,Real Bed,117.0,7,8.0,1.0,1.0,1.0,1.0
Stunning room in Darlinghurst,Australia,-33.87525,151.22095,Darlinghurst,Apartment,Private room,Real Bed,200.0,141,10.0,1.0,1.0,1.0,1.0
Manhattan Private Room15min=TimesSQ,United States,40.82546,-73.94629,Manhattan,Apartment,Private room,Real Bed,39.0,28,10.0,0.1666666666666666,0.2333333333333332,0.2666666666666667,0.1041095890410959
Beautiful 1 bedroom in NYC,United States,40.74433,-73.91172,Sunnyside,Apartment,Entire home/apt,Real Bed,150.0,93,10.0,0.1666666666666666,0.4833333333333333,0.6222222222222222,0.1835616438356164
Honu Studio with Pearl Harbor View,United States,21.35324,-157.92123,Aliamanu/Salt Lake/Foster Village,Guest suite,Entire home/apt,Real Bed,79.0,152,10.0,0.9,0.7166666666666667,0.6111111111111112,0.4246575342465754
Hancock House cozy Garden Level,United States,40.6835,-73.92754,Bedford-Stuyvesant,Apartment,Entire home/apt,Real Bed,145.0,113,10.0,0.2333333333333332,0.4499999999999999,0.4888888888888889,0.1671232876712328
2BRs big size 2minsMTR close to MK,Hong Kong,22.3127,114.16828,Yau Tsim Mong,Apartment,Entire home/apt,Real Bed,832.0,180,8.0,0.3666666666666667,0.1833333333333333,0.1222222222222222,0.536986301369863
Cozy double room in a sunny flat,Spain,41.40378,2.16448,Gràcia,Apartment,Private room,Real Bed,49.0,3,10.0,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.7589041095890411
SPACIOUS STUDIO-HIGH END FINISHES,United States,40.81586,-73.94117,Manhattan,Apartment,Entire home/apt,Real Bed,129.0,83,9.0,0.5666666666666667,0.7333333333333334,0.7888888888888889,0.2904109589041096
Holiday Villa - Casa do Sobreiro,Portugal,41.07471,-8.41225,Santiago,House,Entire home/apt,Real Bed,150.0,61,9.0,0.0,0.0,0.0,0.126027397260274
Prewar classic NYC apartment.,United States,40.83456,-73.94344,Manhattan,Apartment,Private room,Real Bed,16.0,0,,1.0,1.0,1.0,1.0
Bedroom Douillette Mont-Royal Metro,Canada,45.52639,-73.58044,Le Plateau,Apartment,Private room,Real Bed,50.0,85,10.0,1.0,1.0,1.0,0.4383561643835616
PENSAO FAVORITA / GUEST_HOUSE,Portugal,41.15005,-8.6193,Porto,Bed and breakfast,Private room,Real Bed,80.0,0,,0.0,0.0,0.0,0.0
Master Bedroom 别墅二楼主卧房,United States,40.71293,-73.84915,Forest Hills,Villa,Private room,Real Bed,70.0,11,9.0,1.0,1.0,1.0,0.821917808219178
Planet Paprika Aparts,Turkey,41.03577,28.9839,Taksim,House,Entire home/apt,Real Bed,211.0,8,9.0,0.0,0.0,0.0,0.0
Oh this one's lovely... and cheap!,Australia,-33.8672,151.17121,Lilyfield/Rozelle,Apartment,Private room,Real Bed,70.0,87,10.0,1.0,0.65,0.5333333333333333,0.3041095890410958
Cosy flat in the center of İstanbul,Turkey,41.04515,29.00335,Beşiktaş,Apartment,Entire home/apt,Real Bed,200.0,4,10.0,0.0,0.0,0.0,0.0
Appartement dans quartier super!,Canada,45.53664,-73.61356,Rosemont-La Petite-Patrie,Apartment,Entire home/apt,Real Bed,46.0,18,9.0,1.0,1.0,1.0,0.6438356164383562
~white~ welcome traveler! HIDEOUT in mid waikiki,United States,21.28388,-157.82848,Honolulu,Condominium,Shared room,Real Bed,30.0,49,9.0,0.9333333333333332,0.7166666666666667,0.5888888888888889,0.8986301369863013
"Cozy 1 bdrm Park Slope, Brooklyn,",United States,40.6631,-73.98603,Brooklyn,Apartment,Entire home/apt,Real Bed,120.0,108,10.0,0.5666666666666667,0.65,0.7,0.3726027397260274
"Apt in Lapa, Rio's bohemian cradle",Brazil,-22.91404061811117,-43.18497779513123,Lapa,Apartment,Entire home/apt,Real Bed,127.0,1,10.0,0.3,0.15,0.0999999999999999,0.0246575342465753
Private Luxury Apartment Sitting atop Pittwater,Australia,-33.6258,151.31844,Avalon,House,Entire home/apt,Real Bed,181.0,114,10.0,0.6,0.5833333333333333,0.4555555555555556,0.1424657534246575
INCREDIBLE Architect Design Duplex SPACE Ensuite,Hong Kong,22.38403,114.18769,New Territories,House,Private room,Real Bed,510.0,35,10.0,1.0,1.0,1.0,0.3041095890410958
B&B Porto Downtown 1,Portugal,41.1498,-8.60452,Porto,Apartment,Private room,Real Bed,28.0,210,10.0,0.9666666666666668,0.95,0.9666666666666668,0.6986301369863014
NEXT TO TAKSIM SQUARE LUX RESIDENCE,Turkey,41.07008,28.97489,Şişli,Apartment,Entire home/apt,Real Bed,290.0,0,,0.0,0.0,0.0,0.0
Simple Astoria Room 20minToManhattan,United States,40.76989,-73.90735,Queens,House,Private room,Real Bed,50.0,113,8.0,0.7333333333333334,0.6166666666666667,0.5222222222222221,0.8821917808219178
10 MINUTES TO TAXIM,Turkey,41.03411,28.9717,Beyoglu,Apartment,Entire home/apt,Real Bed,1192.0,16,10.0,0.0,0.0,0.0,0.0
Cedar Loft with Private Hot Tub,United States,20.22868,-155.83107,North Kohala,Loft,Entire home/apt,Real Bed,115.0,150,10.0,0.8333333333333334,0.6,0.4444444444444444,0.136986301369863
"North Shore Resort, Private room  ",United States,21.70217,-157.99561,Windward Side,Condominium,Private room,Real Bed,77.0,241,9.0,0.6666666666666667,0.6,0.5444444444444445,0.1616438356164383
Amazing Ocean View Moon Cabin on retreat property,United States,19.37529,-154.97038,Island of Hawaiʻi,Cottage,Entire home/apt,Real Bed,84.0,48,10.0,0.4666666666666667,0.3833333333333333,0.2555555555555555,0.0794520547945205
Sunset Beach Lodge Retreat,United States,21.67469,-158.03732,North Shore,House,Entire home/apt,Real Bed,250.0,50,10.0,0.8,0.5333333333333333,0.4444444444444444,0.1561643835616438
Fern Forest Getaway - entire house,United States,19.46408,-155.12106,Island of Hawaiʻi,House,Entire home/apt,Real Bed,399.0,6,8.0,0.1333333333333333,0.1666666666666666,0.1111111111111111,0.0273972602739726
Alugo apto em Copacabana,Brazil,-22.98060647760853,-43.1913291489288,Copacabana,Apartment,Entire home/apt,Real Bed,1399.0,0,,0.0,0.0,0.0,0.0
Ko Olina: March Special - For You & Your Family!!,United States,21.34238,-158.11857,Oʻahu,Villa,Entire home/apt,Real Bed,295.0,26,10.0,1.0,1.0,1.0,0.4054794520547945
Experience Kona Farm,United States,19.49818,-155.90776,Kailua/Kona,Bungalow,Entire home/apt,Real Bed,140.0,59,10.0,0.5666666666666667,0.2833333333333333,0.1888888888888888,0.0465753424657534
Cozy LOFT - In the ❤ of OLD PORT / Old Montreal,Canada,45.50898,-73.55123,Old Montreal,Loft,Entire home/apt,Real Bed,83.0,255,10.0,0.4666666666666667,0.4333333333333333,0.4444444444444444,0.863013698630137
Studio-Private Entrance /Bath/Kitchen Near JFK,United States,40.71873,-73.80324,Hillcrest,House,Entire home/apt,Real Bed,64.0,179,10.0,1.0,0.8666666666666667,0.7555555555555555,0.2904109589041096
"Near the Bağdat Street, New Home",Turkey,40.97311,29.07092,Kadıköy,House,Entire home/apt,Real Bed,2636.0,0,,0.0,0.0,0.0,0.0
Ocean view 1 bedroom Kiahuna condo,United States,21.87711,-159.45878,Kauaʻi,Condominium,Entire home/apt,Real Bed,239.0,101,9.0,0.8666666666666667,0.8833333333333333,0.7444444444444445,0.3945205479452055
Happy House,Turkey,41.05326,28.98366,Şişli,Apartment,Entire home/apt,Real Bed,142.0,0,,0.0,0.0,0.0,0.0
"Cozy 1 BR apartment, walkup",Hong Kong,22.28376,114.19244,Eastern District,Apartment,Entire home/apt,Pull-out Sofa,550.0,116,9.0,0.7666666666666666,0.6166666666666667,0.4111111111111111,0.4301369863013699
MEERBLICK TROPICAL SUITE   CK,Brazil,-22.965717412570328,-43.17487359186984,Copacabana,Apartment,Entire home/apt,Real Bed,250.0,8,10.0,0.9666666666666668,0.9833333333333332,0.8333333333333334,0.4630136986301369
Modernist Urban Retreat,Australia,-33.87062,151.22854,Elizabeth Bay/Rushcutters Bay,Apartment,Entire home/apt,Real Bed,220.0,47,10.0,0.6,0.3,0.1999999999999999,0.1726027397260273
À proximité du centre-ville!,Canada,45.53578,-73.59822,La Petite-Patrie,Apartment,Entire home/apt,Real Bed,101.0,0,,1.0,1.0,1.0,1.0
Apartment for 2 guests,Hong Kong,22.31363,114.16784,Mong Kok,Apartment,Entire home/apt,Real Bed,887.0,204,10.0,0.8,0.8833333333333333,0.7666666666666666,0.9424657534246575
Well decorated and fully equipped,Hong Kong,22.30315,114.18597,Kowloon City,Apartment,Entire home/apt,Real Bed,1178.0,143,10.0,0.8,0.75,0.7111111111111111,0.6219178082191781
Home away from home in Istanbul,Turkey,41.03731,28.99186,Beyoglu,Apartment,Private room,Real Bed,295.0,0,,0.0,0.0,0.0,0.0
"""Grandpa's Cottage"" 2 Story Studio",United States,21.39782,-157.74379,Kailua,Guesthouse,Entire home/apt,Real Bed,124.0,64,10.0,0.6666666666666667,0.5333333333333333,0.4,0.1287671232876712
Quiet Comfy home near Sydney with carspace + wifi,Australia,-33.88964,151.19735,Darlington,Apartment,Entire home/apt,Real Bed,129.0,168,10.0,0.6333333333333333,0.7166666666666667,0.6,0.147945205479452
Cuty Apartment MONTREAL-Le plateau,Canada,45.53207,-73.58116,Le Plateau-Mont-Royal,Apartment,Entire home/apt,Real Bed,50.0,0,,1.0,1.0,1.0,1.0
LOVELY AND CENTRAL ROOM,Spain,41.38026,2.17544,Ciutat Vella,Apartment,Private room,Real Bed,85.0,229,10.0,0.4666666666666667,0.3333333333333333,0.2222222222222222,0.5616438356164384
MK MTR:Family Hotel for 1~4 ppl Rm.55,Hong Kong,22.32017,114.17136,Mong Kok,Apartment,Private room,Real Bed,353.0,89,10.0,0.9,0.6,0.4777777777777777,0.6356164383561644
Apart(5)-5 minutes walk from Taksim,Turkey,41.03338,28.98671,Beyoglu,Apartment,Private room,Real Bed,105.0,171,9.0,0.6333333333333333,0.5833333333333333,0.7111111111111111,0.2273972602739725
Tara Cottage:a Haven for Relaxation,United States,19.44303,-155.882,Island of Hawaiʻi,House,Entire home/apt,Real Bed,145.0,30,10.0,1.0,0.5666666666666667,0.6666666666666667,0.6164383561643836
BONDI BEACH RETREAT,Australia,-33.88736,151.27,Bondi Beach,House,Private room,Real Bed,90.0,88,9.0,0.9,0.5,0.5666666666666667,0.2273972602739725
Rio Parque Condominio Clube,Brazil,-22.87535477564589,-43.26695062891928,Del Castilho,Apartment,Entire home/apt,Real Bed,149.0,4,10.0,0.8333333333333334,0.8333333333333334,0.6555555555555556,0.2328767123287671
Room in a LOFT 4000pi2 Downtown,Canada,45.50562,-73.56398,Downtown Montreal,Loft,Private room,Real Bed,60.0,20,10.0,1.0,1.0,1.0,1.0
6th floor very sunny flat,Spain,41.42925,2.18584,Sant Andreu de Palomar,Apartment,Private room,Real Bed,60.0,4,9.0,0.0,0.0,0.0,0.0
Located in the heart of NoLita.,United States,40.72322,-73.99351,Manhattan,Apartment,Entire home/apt,Real Bed,350.0,1,10.0,1.0,1.0,1.0,1.0
Autèntic Monumental 32,Spain,41.40101,2.18268,el Fort Pienc,Apartment,Entire home/apt,Real Bed,550.0,10,10.0,0.1666666666666666,0.35,0.3444444444444444,0.1534246575342466
Warming & cosy 1 bedroom apartment,Canada,45.5462,-73.62986,Villeray-Saint-Michel-Parc-Extension,Apartment,Entire home/apt,Real Bed,70.0,44,10.0,1.0,1.0,1.0,0.558904109589041
Historical big flat@city center,Turkey,41.03754,28.97532,Taksim,Apartment,Entire home/apt,Real Bed,227.0,60,9.0,0.8333333333333334,0.4833333333333333,0.3222222222222222,0.0794520547945205
#Private Studio - Waikiki Dream,United States,21.28741,-157.83386,Honolulu,Condominium,Entire home/apt,Real Bed,124.0,533,10.0,0.9,0.9,0.7444444444444445,0.2876712328767123
"Modern Private Entrance Bedroom, Nr A/C Subways",United States,40.67599,-73.93995,Brooklyn,Apartment,Private room,Real Bed,77.0,101,9.0,1.0,0.9333333333333332,0.7222222222222222,0.7643835616438356
"A 2-story, 2-bedroom house - 20min to Downtown",United States,40.68043,-73.93705,Brooklyn,House,Entire home/apt,Real Bed,210.0,9,9.0,1.0,1.0,0.9222222222222224,0.4931506849315068
Grd 3 chambres lumineux à 90m métro,Canada,45.53702,-73.60561,Rosemont-La Petite-Patrie,Apartment,Entire home/apt,Real Bed,165.0,15,10.0,0.6,0.3333333333333333,0.5444444444444445,0.2575342465753425
1 Bedroom Apartment in Washington Heights - Summer,United States,40.84261,-73.93771,Washington Heights,Apartment,Entire home/apt,Couch,75.0,1,10.0,1.0,1.0,1.0,1.0
Spacious apartment just by Las Ramblas,Spain,41.37949,2.17429,Ciutat Vella,Aparthotel,Private room,Real Bed,200.0,18,10.0,0.8666666666666667,0.8666666666666667,0.8444444444444444,0.5616438356164384
Cozy Apartment Sleeps Up to 4,Hong Kong,22.27577,114.17167,Wan Chai,Apartment,Entire home/apt,Real Bed,699.0,8,9.0,1.0,1.0,1.0,1.0
Jolie 5 Pièces semi-ouvert,Canada,45.54122,-73.63042,Villeray-Saint-Michel-Parc-Extension,Apartment,Entire home/apt,Real Bed,64.0,10,10.0,1.0,1.0,1.0,1.0
Brightly renovated 2BR Apt,Hong Kong,22.2866,114.1494,Central & Western District,Apartment,Entire home/apt,Real Bed,801.0,164,9.0,0.7333333333333334,0.5666666666666667,0.3777777777777777,0.8356164383561644
Art Deco Apartment in Bondi,Australia,-33.89548,151.25919,Bondi,Apartment,Entire home/apt,Real Bed,100.0,0,,1.0,1.0,1.0,1.0
"Studio building  beach front , wifi",Brazil,-22.98142549935892,-43.1893698671319,Copacabana,Loft,Entire home/apt,Real Bed,131.0,120,10.0,0.8,0.7833333333333333,0.7888888888888889,0.2602739726027397
Bronte Beach Jewel Apartment,Australia,-33.9063,151.26419,Bronte,Apartment,Entire home/apt,Real Bed,95.0,2,8.0,1.0,1.0,1.0,1.0
Cozy room at Cihangir (pet friendly),Turkey,41.03466,28.98541,Beyoglu,Apartment,Private room,Real Bed,105.0,14,10.0,0.0,0.0,0.0,0.0
"2 grandes chambres queen, appartement lumineux",Canada,45.53253,-73.60357,Rosemont-La Petite-Patrie,Apartment,Private room,Futon,50.0,14,10.0,0.7333333333333334,0.8666666666666667,0.9111111111111112,0.978082191780822
Gorgeous View! Newly Remodeled!!,United States,21.69992,-157.99543,Oʻahu,Condominium,Entire home/apt,Real Bed,170.0,94,10.0,0.8666666666666667,0.6833333333333333,0.4888888888888889,0.136986301369863
Contemporary Studio Heart Ipanema,Brazil,-22.984881706786496,-43.20874666398996,Ipanema,Condominium,Entire home/apt,Real Bed,261.0,110,10.0,0.8333333333333334,0.8,0.7555555555555555,0.2465753424657534
3 Bedrooms charmante sur le plateau,Canada,45.52557,-73.57516,Le Plateau-Mont-Royal,Apartment,Entire home/apt,Real Bed,85.0,1,8.0,1.0,1.0,1.0,1.0
Recién Re1 Apart delS.18 Núcleo Bcn,Spain,41.38484,2.16881,El Raval,Apartment,Entire home/apt,Real Bed,89.0,2,10.0,0.4666666666666667,0.4833333333333333,0.3222222222222222,0.6794520547945205
Wow!  Two Bedroom Apartment in Safe Neighborhood!,United States,40.6501,-73.97985,Brooklyn,Apartment,Entire home/apt,Real Bed,149.0,133,10.0,0.7666666666666666,0.85,0.9,0.495890410958904
Perayata Flat#1/near Taksim,Turkey,41.02979,28.9703,Beyoglu,Apartment,Entire home/apt,Real Bed,237.0,97,10.0,1.0,1.0,1.0,0.3643835616438355
Apartment in the heart of Barcelona,Spain,41.38992,2.17632,Eixample,Apartment,Entire home/apt,Real Bed,150.0,87,10.0,0.9666666666666668,0.9666666666666668,0.9333333333333332,0.4876712328767123
Modern Brooklyn Brownstone,United States,40.68634,-73.92516,Brooklyn,House,Entire home/apt,Real Bed,299.0,8,9.0,0.4333333333333333,0.7,0.8,0.3041095890410958
Charming apartment in Ipanema,Brazil,-22.98516807281203,-43.1921492247861,Copacabana,Apartment,Entire home/apt,Real Bed,421.0,2,10.0,0.1999999999999999,0.0999999999999999,0.0666666666666666,0.0164383561643836
Upscale Condo in Heart of Downtown,Canada,45.51177,-73.56224,Downtown Montreal,Apartment,Entire home/apt,Real Bed,99.0,28,10.0,1.0,1.0,1.0,1.0
Cozy  Two Bedroom,Australia,-33.81454,151.10404,Putney,Apartment,Private room,Couch,65.0,8,8.0,1.0,1.0,1.0,1.0
2 Bedroom condo at Solano - 305,Canada,45.51148,-73.54972,Old Montreal,Apartment,Entire home/apt,Real Bed,148.0,1,10.0,1.0,0.5,0.3333333333333333,0.0821917808219178
