name,country,latitude,longitude,suburb,property_type,room_type,bed_type,price,number_of_reviews,rating,occupancy_30,occupancy_60,occupancy_90,occupancy_365
Ribeira Charming Duplex,Portugal,41.1413,-8.61308,Porto,House,Entire home/apt,Real Bed,80.0,51,9.0,0.0666666666666666,0.2166666666666666,0.1777777777777778,0.3452054794520548
Ocean View Waikiki Marina w/prkg,United States,21.28634,-157.83919,Oʻahu,Condominium,Entire home/apt,Real Bed,115.0,96,9.0,0.4666666666666667,0.2333333333333332,0.1555555555555555,0.0602739726027397
Horto flat with small garden,Brazil,-22.96625355173965,-43.23074991429229,Jardim Botânico,Apartment,Entire home/apt,Real Bed,317.0,0,,1.0,1.0,1.0,1.0
Charming Flat in Downtown Moda,Turkey,40.98585,29.03133,Moda,House,Entire home/apt,Real Bed,527.0,1,10.0,0.0999999999999999,0.05,0.0333333333333333,0.0082191780821917
Ótimo Apto proximo Parque Olimpico,Brazil,-23.00035792660916,-43.4311123147628,Recreio dos Bandeirantes,Apartment,Entire home/apt,Real Bed,858.0,0,,1.0,1.0,1.0,1.0
Double Room en-suite (307),Hong Kong,22.30469,114.17158,Yau Tsim Mong,Apartment,Private room,Real Bed,361.0,0,,0.0,0.0,0.0,0.0
Sydney Hyde Park City Apartment (checkin from 6am),Australia,-33.87603,151.21346,Darlinghurst,Apartment,Entire home/apt,Real Bed,185.0,109,10.0,0.8333333333333334,0.7333333333333334,0.6111111111111112,0.273972602739726
2 bedroom Upper east side,United States,40.7664,-73.95854,Upper East Side,Apartment,Entire home/apt,Real Bed,275.0,9,9.0,1.0,1.0,1.0,1.0
Apto semi mobiliado,Brazil,-22.91500935448249,-43.24277868091869,Vila Isabel,Apartment,Entire home/apt,Real Bed,380.0,0,,0.0,0.0,0.0,0.0
"Friendly Apartment, 10m from Manly",Australia,-33.79629,151.26969,Fairlight,Apartment,Private room,Real Bed,36.0,4,10.0,1.0,1.0,1.0,1.0
Cozy double bed room 東涌鄉村雅緻雙人房,Hong Kong,22.27671,113.92823,Hong Kong,Guesthouse,Private room,Real Bed,487.0,162,10.0,0.4,0.3166666666666666,0.2555555555555555,0.0712328767123288
Makaha Valley Paradise with OceanView,United States,21.4818,-158.20291,Leeward Side,Condominium,Entire home/apt,Pull-out Sofa,95.0,32,10.0,1.0,0.95,0.8222222222222222,0.3260273972602739
Small Room w Bathroom Flamengo Rio de Janeiro,Brazil,-22.93848268819496,-43.17645081249057,Flamengo,Apartment,Private room,Real Bed,71.0,1,8.0,1.0,1.0,1.0,1.0
UWS Brownstone Near Central Park,United States,40.78558,-73.9696,Upper West Side,Apartment,Entire home/apt,Real Bed,212.0,45,9.0,1.0,0.95,0.9444444444444444,0.9863013698630136
Copacabana Apartment Posto 6,Brazil,-22.98433936006781,-43.19084919446341,Copacabana,Apartment,Entire home/apt,Real Bed,119.0,70,10.0,0.7666666666666666,0.6833333333333333,0.6333333333333333,0.6767123287671233
Catete's Colonial Big Hause Room B,Brazil,-22.92638234778768,-43.18015675229857,Catete,House,Private room,Real Bed,250.0,1,10.0,0.6666666666666667,0.8333333333333334,0.7666666666666666,0.1890410958904109
Ligne verte - à 15 min de métro du centre ville.,Canada,45.54548,-73.54949,Hochelaga-Maisonneuve,Apartment,Entire home/apt,Real Bed,43.0,0,,1.0,1.0,1.0,0.9123287671232876
Downtown Oporto Inn (room cleaning),Portugal,41.1543,-8.60867,Porto,Hostel,Private room,Real Bed,40.0,0,,0.0,0.0,0.0333333333333333,0.0164383561643836
A Casa Alegre é um apartamento T1.,Portugal,41.3596,-8.75383,Vila do Conde,Apartment,Entire home/apt,Real Bed,40.0,12,10.0,1.0,1.0,1.0,0.873972602739726
The LES Apartment,United States,40.72063,-73.98944,Manhattan,Apartment,Entire home/apt,Real Bed,150.0,0,,1.0,1.0,1.0,1.0
Double and triple rooms Blue mosque,Turkey,41.0062,28.98009,Fatih,Bed and breakfast,Private room,Real Bed,121.0,29,9.0,0.0,0.0,0.0,0.0
Room Close to LGA and 35 mins to Times Square,United States,40.74953,-73.88025,Queens,Apartment,Private room,Real Bed,46.0,123,10.0,0.0,0.0,0.0,0.0
Resort-like living in Williamsburg,United States,40.71552,-73.93869,Williamsburg,Apartment,Entire home/apt,Real Bed,220.0,1,10.0,1.0,1.0,1.0,1.0
Roof double bed private room,Turkey,41.12452,29.03693,Istanbul,Loft,Private room,Real Bed,185.0,0,,0.0,0.0,0.0,0.0
Great studio opp. Narrabeen Lake,Australia,-33.71472,151.29792,Narrabeen,Apartment,Entire home/apt,Real Bed,117.0,61,10.0,1.0,1.0,0.7222222222222222,0.9287671232876712
Cozy aptartment in Recreio (near Olympic Venues),Brazil,-23.008710784460312,-43.45296045334386,Recreio dos Bandeirantes,Apartment,Entire home/apt,Real Bed,746.0,0,,1.0,1.0,1.0,1.0
"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",United States,20.96996,-156.68012,Maui,Condominium,Entire home/apt,Real Bed,499.0,1,10.0,0.0,0.0,0.0,0.0
Quarto inteiro na Tijuca,Brazil,-22.936203246553816,-43.247421907135774,Tijuca,Apartment,Private room,Real Bed,149.0,1,8.0,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.5123287671232877
"Amazing and Big Apt, Ipanema Beach.",Brazil,-22.983108745795256,-43.20465630892734,Ipanema,Apartment,Entire home/apt,Real Bed,1999.0,0,,1.0,1.0,1.0,1.0
Private Room in Bushwick,United States,40.69791,-73.93615,Brooklyn,Apartment,Private room,Real Bed,40.0,1,10.0,1.0,1.0,1.0,1.0
Apt Linda Vista Lagoa - Rio,Brazil,-22.971950988341877,-43.20504708263344,Lagoa,Apartment,Private room,Real Bed,701.0,0,,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0054794520547944
New York City - Upper West Side Apt,United States,40.79962,-73.96523,Manhattan,Apartment,Private room,Real Bed,135.0,70,10.0,1.0,1.0,1.0,0.7452054794520548
Deluxe Loft Suite,United States,40.72778,-73.94472,Greenpoint,Apartment,Entire home/apt,Real Bed,205.0,5,9.0,0.0,0.4833333333333333,0.6555555555555556,0.3342465753424657
"Soho Cozy, Spacious and Convenient",Hong Kong,22.28158,114.15027,Central & Western District,Apartment,Entire home/apt,Real Bed,699.0,3,10.0,1.0,1.0,1.0,1.0
Nice room in Barcelona Center,Spain,41.40082,2.16942,Eixample,Apartment,Private room,Real Bed,50.0,0,,1.0,1.0,1.0,1.0
Cozy house at Beyoğlu,Turkey,41.03777,28.95825,Beyoglu,Apartment,Private room,Pull-out Sofa,58.0,27,10.0,0.9,0.6833333333333333,0.5888888888888889,0.8986301369863013
Easy 1 Bedroom in Chelsea,United States,40.74577,-74.00074,Manhattan,Apartment,Entire home/apt,Real Bed,145.0,1,10.0,1.0,1.0,1.0,1.0
THE Place to See Sydney's FIREWORKS,Australia,-33.86296,151.17956,Lilyfield/Rozelle,House,Entire home/apt,Real Bed,250.0,0,,1.0,1.0,1.0,1.0
GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Turkey,41.04772,28.98818,Şişli,Serviced apartment,Entire home/apt,Real Bed,997.0,0,,0.0,0.0,0.0,0.0
Private Room (2)  in Guest House at Coogee Beach,Australia,-33.92398,151.25541,Coogee,House,Private room,Real Bed,64.0,8,10.0,1.0,1.0,0.7888888888888889,0.9452054794520548
Ipanema: moderno apê 2BR + garagem,Brazil,-22.980051683700506,-43.1998455458952,Rio de Janeiro,Apartment,Entire home/apt,Real Bed,298.0,24,9.0,0.1999999999999999,0.0999999999999999,0.0666666666666666,0.5232876712328767
"Kailua-Kona, Kona Coast II 2b condo",United States,19.5702,-155.96445,Kailua/Kona,Apartment,Entire home/apt,Real Bed,135.0,1,10.0,1.0,0.7833333333333333,0.5222222222222221,0.4630136986301369
Twin Bed room+MTR Mongkok shopping&My,Hong Kong,22.31723,114.17073,Mong Kok,Apartment,Private room,Real Bed,400.0,22,8.0,0.0,0.0,0.0,0.6027397260273972
Your spot in Copacabana,Brazil,-22.96270793328072,-43.17714541632985,Copacabana,Apartment,Entire home/apt,Real Bed,798.0,8,10.0,0.6333333333333333,0.3166666666666666,0.2111111111111111,0.3232876712328767
IPANEMA LUXURY PENTHOUSE with MAID,Brazil,-22.98034625363379,-43.20056249420509,Ipanema,Apartment,Entire home/apt,Real Bed,858.0,29,10.0,0.4,0.3333333333333333,0.2222222222222222,0.0547945205479452
Alugo Apart frente mar Barra Tijuca,Brazil,-23.011117008024065,-43.36831676949888,Barra da Tijuca,Apartment,Entire home/apt,Real Bed,933.0,0,,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0054794520547944
Cozy Art Top Floor Apt in PRIME Williamsburg!,United States,40.71577,-73.96053,Williamsburg,Apartment,Entire home/apt,Real Bed,175.0,117,10.0,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0054794520547944
Modern Spacious 1 Bedroom Loft,Canada,45.51889,-73.59111,Mile End,Apartment,Entire home/apt,Real Bed,50.0,0,,1.0,1.0,1.0,1.0
3 chambres au coeur du Plateau,Canada,45.52233,-73.57383,Le Plateau-Mont-Royal,Apartment,Entire home/apt,Real Bed,140.0,0,,1.0,1.0,1.0,1.0
Be Happy in Porto,Portugal,41.15225,-8.61123,Porto,Loft,Entire home/apt,Real Bed,30.0,178,10.0,0.4666666666666667,0.3333333333333333,0.2555555555555555,0.0821917808219178
City center private room with bed,Hong Kong,22.3314,114.1669,Sham Shui Po District,Guesthouse,Private room,Futon,181.0,81,10.0,0.5333333333333333,0.6,0.5555555555555556,0.3972602739726028
Surry Hills Studio - Your Perfect Base in Sydney,Australia,-33.88029,151.21554,Darlinghurst,Apartment,Entire home/apt,Real Bed,181.0,64,10.0,1.0,1.0,1.0,1.0
GOLF ROYAL RESİDENCE TAXİM(1+1):3,Turkey,41.04841,28.98713,Şişli,Serviced apartment,Entire home/apt,Real Bed,838.0,3,7.0,0.0,0.0,0.0,0.0
Apartamento zona sul do RJ,Brazil,-22.93054146036793,-43.1825954762751,Laranjeiras,Apartment,Entire home/apt,Real Bed,933.0,0,,0.0,0.0,0.0,0.0
A bedroom far away from home,United States,40.71485,-73.82257,Queens,Apartment,Private room,Real Bed,45.0,239,10.0,0.3333333333333333,0.5166666666666666,0.6777777777777778,0.9068493150684932
"Big, Bright & Convenient Sheung Wan",Hong Kong,22.28422,114.15007,Central & Western District,Apartment,Entire home/apt,Real Bed,966.0,1,10.0,1.0,1.0,1.0,1.0
Large railroad style 3 bedroom apt in Manhattan!,United States,40.79805,-73.93943,Manhattan,Apartment,Entire home/apt,Real Bed,180.0,22,10.0,1.0,1.0,1.0,1.0
"Cozy Nest, heart of the Plateau",Canada,45.52028,-73.58774,Le Plateau-Mont-Royal,Apartment,Private room,Real Bed,34.0,62,10.0,1.0,1.0,1.0,1.0
Uygun nezih daire,Turkey,40.99667,28.89964,Zeytinburnu,Apartment,Entire home/apt,Real Bed,264.0,0,,0.0,0.0,0.0,0.0
Cozy Queen Guest Room&My,Hong Kong,22.31655,114.17034,Yau Tsim Mong,Apartment,Private room,Real Bed,330.0,9,8.0,0.3333333333333333,0.1666666666666666,0.1111111111111111,0.6301369863013699
FloresRooms 3T,Portugal,41.14404,-8.61205,Porto,Apartment,Entire home/apt,Real Bed,31.0,225,10.0,0.5666666666666667,0.2833333333333333,0.3111111111111111,0.2383561643835616
~Ao Lele~ Flying Cloud,United States,19.42151,-155.21763,Island of Hawaiʻi,Treehouse,Entire home/apt,Real Bed,185.0,103,10.0,0.3333333333333333,0.25,0.1666666666666666,0.547945205479452
Apartamento Mobiliado - Lgo do Machado,Brazil,-22.93171589917869,-43.17888629206925,Catete,Apartment,Entire home/apt,Real Bed,149.0,0,,1.0,0.8166666666666667,0.5444444444444445,0.1342465753424657
Beautiful flat with services,Brazil,-22.98255730525777,-43.20577175003696,Ipanema,Apartment,Entire home/apt,Real Bed,351.0,32,10.0,0.9,0.7,0.5444444444444445,0.1342465753424657
Bondi Beach Dreaming 3-Bed House,Australia,-33.8872,151.27448,Bondi Beach,House,Entire home/apt,Real Bed,399.0,139,10.0,1.0,1.0,1.0,1.0
Room For Erasmus,Turkey,40.98837,29.06064,Kadıköy,Apartment,Private room,Real Bed,37.0,1,,0.0,0.0,0.0,0.0
BBC OPORTO 4X2,Portugal,41.16246,-8.60069,Porto,Apartment,Entire home/apt,Real Bed,100.0,71,9.0,1.0,0.8333333333333334,0.8333333333333334,0.2767123287671232
Pousada das Colonias,Brazil,-23.004633399469007,-43.3089745798612,Barra da Tijuca,Bed and breakfast,Private room,Real Bed,138.0,9,10.0,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0493150684931507
Banyan Bungalow,United States,21.57561,-158.1602,Oʻahu,Bungalow,Entire home/apt,Real Bed,100.0,99,10.0,0.6,0.55,0.4111111111111111,0.1205479452054794
"Studio convenient to CBD, beaches, street parking.",Australia,-33.7975,151.26108,Balgowlah,Guest suite,Entire home/apt,Real Bed,45.0,104,10.0,1.0,1.0,1.0,1.0
Homely Room in 5-Star New Condo@MTR,Hong Kong,22.32074,114.17094,Yau Tsim Mong,Condominium,Private room,Real Bed,479.0,179,9.0,1.0,0.95,0.9666666666666668,0.9917808219178084
Greenwich Fun and Luxury,Australia,-33.8289,151.18563,Greenwich,House,Entire home/apt,Real Bed,999.0,0,,0.0,0.0,0.0,0.0
The Garden Studio,Australia,-33.90318,151.15036,Marrickville,Guesthouse,Entire home/apt,Real Bed,129.0,146,10.0,0.0,0.0,0.0,0.0
Private OceanFront - Bathtub Beach. Spacious House,United States,21.63549,-157.91952,Ko'olauloa,House,Entire home/apt,Real Bed,795.0,32,10.0,0.6666666666666667,0.7166666666666667,0.7111111111111111,0.3726027397260274
luxury apartment in istanbul taxsim,Turkey,41.03326,28.98538,Cihangir,Apartment,Entire home/apt,Real Bed,269.0,135,9.0,0.4333333333333333,0.4,0.3888888888888888,0.1315068493150685
March 2019 availability! Oceanview on Sugar Beach!,United States,20.78621,-156.46881,Maui,Condominium,Entire home/apt,Real Bed,229.0,19,10.0,0.8333333333333334,0.5666666666666667,0.6111111111111112,0.3753424657534246
Sala e quarto em copacabana com cozinha americana,Brazil,-22.963149303022146,-43.1779488969792,Copacabana,Apartment,Entire home/apt,Real Bed,298.0,0,,1.0,1.0,1.0,1.0
Suíte em local tranquilo e seguro,Brazil,-22.94836549045056,-43.33496705036137,Rio de Janeiro,House,Private room,Real Bed,101.0,0,,0.2666666666666667,0.1333333333333333,0.0888888888888889,0.0219178082191781
A large sunny bedroom,United States,40.85598,-73.90052,Tremont,Apartment,Private room,Real Bed,35.0,2,10.0,1.0,1.0,1.0,1.0
Best location 1BR Apt in HK - Shops & Sights,Hong Kong,22.29663,114.17088,Tsim Sha Tsui,Apartment,Entire home/apt,Real Bed,997.0,145,10.0,0.3333333333333333,0.1666666666666666,0.1111111111111111,0.5342465753424658
Quarto Taquara - Jacarepaguá,Brazil,-22.91636184358952,-43.37035220190699,Rio de Janeiro,Apartment,Private room,Real Bed,101.0,1,10.0,0.0,0.0,0.0,0.0
(1) Beach Guest House - Go Make A Trip,Brazil,-23.008991691724663,-43.35397067257831,Barra da Tijuca,Bed and breakfast,Private room,Real Bed,112.0,11,10.0,0.1999999999999999,0.25,0.3333333333333333,0.1534246575342466
Where Castles and Art meet the Sea,Portugal,41.17544,-8.68887,Matosinhos,Apartment,Entire home/apt,Real Bed,80.0,13,10.0,1.0,1.0,1.0,0.926027397260274
Aluguel Temporada Casa São Conrado,Brazil,-22.99391888061395,-43.27502007153333,São Conrado,House,Entire home/apt,Real Bed,2499.0,0,,0.0,0.0,0.0,0.0
Rented Room,Brazil,-22.941321220162784,-43.17933175178738,Botafogo,Apartment,Private room,Real Bed,112.0,0,,0.0,0.0,0.0,0.0
Cheerful new renovated central apt,Turkey,41.03735,28.97477,Beyoglu,Apartment,Entire home/apt,Real Bed,264.0,77,9.0,0.4,0.5166666666666666,0.4333333333333333,0.1068493150684931
Heroísmo IV,Portugal,41.1462,-8.59275,Porto,Apartment,Entire home/apt,Real Bed,29.0,31,9.0,0.4666666666666667,0.3,0.3222222222222222,0.1534246575342466
Cozy House in Ortaköy,Turkey,41.05197,29.02519,Beşiktaş,Apartment,Private room,Real Bed,100.0,0,,0.0,0.0,0.0,0.0
Luxury 1-Bdrm in Downtown Brooklyn,United States,40.69406,-73.98102,Fort Greene,Apartment,Entire home/apt,Real Bed,144.0,1,,1.0,1.0,1.0,1.0
Cozy bedroom Sagrada Familia,Spain,41.40087,2.17963,Eixample,Apartment,Private room,Real Bed,20.0,1,10.0,1.0,1.0,1.0,1.0
Whole Apt. in East Williamsburg,United States,40.70687,-73.93981,Williamsburg,Apartment,Entire home/apt,Real Bed,125.0,126,10.0,0.9666666666666668,0.9,0.9111111111111112,0.5397260273972603
Nice Cosy Room In Taksim,Turkey,41.03376,28.98648,Beyoglu,Apartment,Private room,Real Bed,105.0,31,10.0,0.2333333333333332,0.2666666666666667,0.1777777777777778,0.0794520547945205
GREAT Apartment at Barra da Tijuca,Brazil,-23.011124595436097,-43.32984175609327,Barra da Tijuca,Apartment,Entire home/apt,Real Bed,933.0,13,10.0,1.0,1.0,1.0,1.0
PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,Portugal,41.14106,-8.61279,Porto,Apartment,Entire home/apt,Real Bed,55.0,62,10.0,0.9,0.8,0.7333333333333334,0.3342465753424657
位於深水埗地鐵站的溫馨公寓,Hong Kong,22.32733,114.16262,Sham Shui Po,Apartment,Private room,Real Bed,353.0,18,8.0,0.0,0.0,0.0,0.0
Jubilee By The Sea (Ocean Views),United States,19.61318,-155.97349,Island of Hawaiʻi,House,Entire home/apt,Real Bed,325.0,45,10.0,0.6333333333333333,0.3833333333333333,0.4666666666666667,0.2684931506849315
Charming Spacious Park Slope Studio,United States,40.6651,-73.98307,Brooklyn,Guest suite,Entire home/apt,Real Bed,135.0,115,10.0,0.8,0.8333333333333334,0.8666666666666667,0.4410958904109588
Apt Quarto e Sala amplo Laranjeiras,Brazil,-22.9313871086666,-43.17974071338275,Laranjeiras,Apartment,Entire home/apt,Real Bed,701.0,0,,1.0,1.0,1.0,1.0
Serene luxury in Harlem,United States,40.80708,-73.95211,Manhattan,Apartment,Private room,Real Bed,80.0,10,10.0,0.8333333333333334,0.4166666666666666,0.2777777777777778,0.0712328767123288
"Charming Apartment,perfect Location",Brazil,-22.964922391816017,-43.17596611897592,Copacabana,Apartment,Entire home/apt,Real Bed,351.0,110,10.0,0.6,0.5666666666666667,0.4555555555555556,0.1315068493150685
Lovely ap at Leblon beach,Brazil,-22.98416287210616,-43.22120070184858,Leblon,Apartment,Entire home/apt,Real Bed,298.0,1,10.0,1.0,1.0,1.0,1.0
"Cozy, dreamy Mile End apartment",Canada,45.52517,-73.60137,Le Plateau-Mont-Royal,Apartment,Private room,Real Bed,30.0,0,,1.0,1.0,1.0,1.0
Condomínio Praia Barra da Tijuca,Brazil,-23.009702689174244,-43.32231287289854,Barra da Tijuca,Condominium,Entire home/apt,Real Bed,351.0,18,10.0,0.2666666666666667,0.1333333333333333,0.0888888888888889,0.5287671232876712
Tropical Jungle Oasis,United States,19.73108,-155.09259,Island of Hawaiʻi,Condominium,Entire home/apt,Real Bed,125.0,65,10.0,0.6,0.35,0.2777777777777778,0.821917808219178
Sun filled comfortable apartment,Australia,-33.87604,151.22559,Elizabeth Bay/Rushcutters Bay,Apartment,Entire home/apt,Real Bed,85.0,2,10.0,1.0,1.0,1.0,1.0
Park Guell apartment with terrace,Spain,41.41582,2.15836,Can Baro,Apartment,Entire home/apt,Real Bed,85.0,51,8.0,0.5666666666666667,0.7333333333333334,0.7,0.5232876712328767
Jardim Botânico Gourmet 2 bdroom,Brazil,-22.96448811710617,-43.22076222600562,Jardim Botânico,Apartment,Entire home/apt,Real Bed,395.0,9,10.0,0.4333333333333333,0.2166666666666666,0.1444444444444445,0.0630136986301369
Panoramic Ocean View Studio in  Quiet Setting,United States,21.29561,-157.78578,Oʻahu,Guesthouse,Entire home/apt,Real Bed,120.0,114,9.0,0.9,0.5666666666666667,0.4111111111111111,0.1150684931506849
Ribeira Smart Flat,Portugal,41.14295,-8.61602,Porto,Apartment,Entire home/apt,Real Bed,80.0,132,10.0,0.8333333333333334,0.5833333333333333,0.4888888888888889,0.4136986301369862
"Kadiköy, Moda, close to transports",Turkey,40.98825,29.02588,Kadıköy,Apartment,Private room,Real Bed,137.0,0,,1.0,1.0,1.0,1.0
Colonial Mansion in Santa Teresa,Brazil,-22.917475613135107,-43.17823402580154,Santa Teresa,House,Entire home/apt,Real Bed,1999.0,0,,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.0191780821917808
CASA PARA AS OLIMPIADAS 2016,Brazil,-23.01216083013239,-43.43656065280531,Barra da Tijuca,House,Entire home/apt,Real Bed,3726.0,0,,1.0,1.0,1.0,1.0
Great location in Barcelona,Spain,41.41254,2.19057,Sant Martí,Apartment,Entire home/apt,Real Bed,31.0,2,10.0,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.0191780821917808
Relaxing and Roomy in Crown Heights,United States,40.67414,-73.95667,Brooklyn,Apartment,Private room,Real Bed,50.0,46,10.0,0.8333333333333334,0.4166666666666666,0.2888888888888888,0.8246575342465754
"Asia House, Garden Room, Princevile",United States,22.22739,-159.48653,Kauaʻi,Guest suite,Private room,Real Bed,139.0,167,10.0,0.9,0.9166666666666666,0.8777777777777778,0.2438356164383561
Spacious and well located apartment,Portugal,41.16093,-8.6114,Porto,Apartment,Entire home/apt,Real Bed,60.0,20,9.0,1.0,0.7333333333333334,0.4888888888888889,0.1397260273972602
Grand apartment Sagrada Familia,Spain,41.39716,2.18146,el Fort Pienc,Apartment,Entire home/apt,Real Bed,169.0,77,10.0,0.3666666666666667,0.4666666666666667,0.4666666666666667,0.4219178082191781
Cozy apartment 3 mins TAIWAI Subway,Hong Kong,22.40547,114.12074,Shatin ,Apartment,Entire home/apt,Real Bed,801.0,0,,1.0,1.0,1.0,1.0
Beautiful 1 Bedroom Apartment,Hong Kong,22.28351,114.15241,Central & Western District,Apartment,Entire home/apt,Real Bed,997.0,10,9.0,1.0,1.0,1.0,1.0
Nani La 'Ao (A Beautiful Day) Upstairs Suite,United States,19.56081,-155.02503,Island of Hawaiʻi,House,Entire home/apt,Real Bed,72.0,18,10.0,0.3333333333333333,0.2166666666666666,0.1444444444444445,0.0356164383561643
Triple room Barcelona Guell park,Spain,41.40686,2.15533,Gràcia,Condominium,Private room,Real Bed,40.0,191,9.0,0.3666666666666667,0.55,0.5777777777777777,0.2082191780821918
Bright Inner West Terrace Value+,Australia,-33.89931,151.15851,Petersham,House,Private room,Real Bed,65.0,84,10.0,1.0,1.0,1.0,0.3643835616438355
Renovated Classic Design Studio with Sun Room,Portugal,41.14684,-8.60106,Porto,Apartment,Entire home/apt,Real Bed,58.0,32,10.0,0.0333333333333333,0.0166666666666667,0.0666666666666666,0.0164383561643836
HUGE Bedroom in Lower East Side,United States,40.71823,-73.98319,Lower East Side,Apartment,Private room,Real Bed,90.0,0,,1.0,1.0,1.0,1.0
City View Apartment,Turkey,41.03445,28.98789,Taksim,Serviced apartment,Entire home/apt,Real Bed,211.0,1,10.0,0.7333333333333334,0.3666666666666667,0.2444444444444444,0.0602739726027397
Trendy apartment in BCN centre,Spain,41.38475,2.14596,Eixample,Apartment,Entire home/apt,Real Bed,89.0,104,10.0,0.7333333333333334,0.8333333333333334,0.8333333333333334,0.2328767123287671
Spacious 2 Bedroom: Soho/Escalator,Hong Kong,22.28028,114.15315,Mid-Levels,Apartment,Entire home/apt,Real Bed,1703.0,86,10.0,0.8666666666666667,0.8333333333333334,0.6666666666666667,0.7041095890410959
傳統香港房间 - 干净整洁交通便利的二人房间,Hong Kong,22.308,114.16558,Yau Tsim Mong,Apartment,Private room,Real Bed,2748.0,0,,0.0,0.0,0.0555555555555555,0.0136986301369863
Hospede-se com acesso fácil.,Brazil,-22.862647394041375,-43.24972983198035,Bonsucesso,Condominium,Entire home/apt,Real Bed,134.0,0,,1.0,1.0,1.0,1.0
Private Cozy Bedroom in Brooklyn,United States,40.6536,-73.94883,Flatbush,Apartment,Private room,Real Bed,47.0,241,10.0,0.5,0.3,0.5333333333333333,0.726027397260274
Quarto de Casal em Ipanema,Brazil,-22.98376501071312,-43.19841687233581,Ipanema,Apartment,Private room,Real Bed,149.0,2,10.0,1.0,1.0,1.0,1.0
East Village Sanctuary,United States,40.72808,-73.98763,East Village,Apartment,Entire home/apt,Real Bed,200.0,19,10.0,1.0,0.8833333333333333,0.8555555555555556,0.6794520547945205
Alcam Colón 42 Apartment,Spain,41.37783,2.17774,El Gòtic,Apartment,Entire home/apt,Real Bed,91.0,1,6.0,0.5333333333333333,0.2666666666666667,0.1777777777777778,0.2246575342465753
Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Brazil,-23.00878356989572,-43.343027190397,Barra da Tijuca,Apartment,Entire home/apt,Real Bed,451.0,34,10.0,0.6333333333333333,0.3166666666666666,0.3,0.0986301369863014
Designer's Historical Apartment,Turkey,41.03406,28.97994,Beyoglu,Apartment,Entire home/apt,Real Bed,385.0,17,9.0,0.0,0.0,0.0,0.0
well lit East Williamsburg apt.,United States,40.70528,-73.94384,Brooklyn,Apartment,Private room,Real Bed,60.0,0,,1.0,1.0,1.0,1.0
Room w private toilet 3 min to MTR!,Hong Kong,22.29099,114.20854,Quarry Bay,Condominium,Private room,Real Bed,447.0,72,10.0,0.3666666666666667,0.6333333333333333,0.4444444444444444,0.6164383561643836
Spacious 3bdrm. Artsy and Perfect Location!,Hong Kong,22.28582,114.15202,Sheung Wan,Apartment,Entire home/apt,Real Bed,1146.0,125,9.0,0.7666666666666666,0.6,0.4777777777777777,0.1616438356164383
Artist Garden Duplex Ft. Greene - 2.5 Bedroom,United States,40.6884,-73.97527,Fort Greene,Apartment,Entire home/apt,Real Bed,250.0,89,10.0,0.5666666666666667,0.7333333333333334,0.6666666666666667,0.4575342465753425
Cozy Hell's Kitchen Apt,United States,40.76438,-73.99482,Midtown,Apartment,Entire home/apt,Real Bed,125.0,60,10.0,0.9666666666666668,0.9833333333333332,0.9888888888888888,0.8191780821917808
Aquilla House - Ocean Views Newport,Australia,-33.65212,151.31572,Newport,House,Entire home/apt,Real Bed,500.0,3,9.0,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0054794520547944
causeway bay MTR+Tidy Quad room&YT,Hong Kong,22.28186,114.18651,Eastern District,Apartment,Private room,Real Bed,597.0,15,7.0,1.0,1.0,1.0,0.9123287671232876
Private Entrance - Backyard Summer Dining - Enjoy,United States,40.69034,-73.95321,Brooklyn,Townhouse,Entire home/apt,Real Bed,110.0,184,10.0,0.9666666666666668,0.85,0.7222222222222222,0.1780821917808219
Makai Hideaway,United States,19.20636,-155.89926,Island of Hawaiʻi,House,Entire home/apt,Real Bed,169.0,119,10.0,0.8333333333333334,0.65,0.5555555555555556,0.410958904109589
Super location - Walk to the City!,Australia,-33.87521,151.22133,Darlinghurst,Apartment,Entire home/apt,Real Bed,119.0,9,9.0,1.0,1.0,1.0,1.0
The Executive  Posh Room,United States,40.68135,-73.77835,Jamaica,House,Private room,Real Bed,90.0,21,9.0,0.0,0.0,0.0,0.0
Spacious room Kadıköy Yeldeğirmeni,Turkey,40.99459,29.03075,Kadıköy,Apartment,Private room,Real Bed,47.0,1,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
2 Bdrm/2 Bath  Family Suite Ocean View,United States,21.27971,-157.82696,Waikiki,Condominium,Entire home/apt,Real Bed,325.0,103,9.0,0.6666666666666667,0.5166666666666666,0.4222222222222223,0.1917808219178082
